bus_id,name,lat,lon,voltage_kv,province,island,bus_type,p_mw,q_mvar,is_synthetic,data_source,v1_code,v1_bus_type
v1_08bantap_F2_B3,v1_08bantap_F2_B3,10.715482310266715,122.55418290870269,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08bantap_F2_B4,v1_08bantap_F2_B4,10.708774674609982,122.54639730163308,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08bantap_F2_B5,v1_08bantap_F2_B5,10.683880342960666,122.51773860542896,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08bantap_F3_B0,v1_08bantap_F3_B0,10.726270027858323,122.59675341847984,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08bantap_F3_B1,v1_08bantap_F3_B1,10.719468458390365,122.5967832716166,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08barotac_F0_B0,v1_08barotac_F0_B0,11.047442499904376,122.89172545274694,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08barotac_F0_B1,v1_08barotac_F0_B1,11.054324760175788,122.89211548519845,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08barotac_F0_B2,v1_08barotac_F0_B2,11.026573964603829,122.89759394229934,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08barotac_F0_B3,v1_08barotac_F0_B3,11.097887006706998,123.00429227311172,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08barotac_F0_B4,v1_08barotac_F0_B4,11.126009691035968,122.99534533039365,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08barotac_F0_B5,v1_08barotac_F0_B5,11.14568641369892,122.96296177496716,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08barotac_F1_B0,v1_08barotac_F1_B0,11.045863564658164,122.85174120025415,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08barotac_F1_B1,v1_08barotac_F1_B1,11.073241678100093,122.85875135531286,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08barotac_F1_B2,v1_08barotac_F1_B2,11.096226474513587,122.81976488609696,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08barotac_F1_B3,v1_08barotac_F1_B3,11.111877271997235,122.77398997050926,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08barotac_F1_B4,v1_08barotac_F1_B4,11.19981167582976,122.88454415252684,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08barotac_F1_B5,v1_08barotac_F1_B5,11.12901228585559,122.87787545494216,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08barotac_F2_B0,v1_08barotac_F2_B0,11.029020497768371,122.86148099497804,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08barotac_F2_B1,v1_08barotac_F2_B1,11.019929620756152,122.83926063083734,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08barotac_F2_B2,v1_08barotac_F2_B2,11.015741344121876,122.81649699754269,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08barotac_F2_B3,v1_08barotac_F2_B3,11.004537116874287,122.72387188187156,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08barotac_F2_B4,v1_08barotac_F2_B4,10.93009766943378,122.73012397451946,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08barotac_F2_B5,v1_08barotac_F2_B5,10.98785104809636,122.75702283797229,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F0_B0,v1_08dingle_F0_B0,11.0473467917258,122.64422173824988,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F0_B1,v1_08dingle_F0_B1,11.028697838728531,122.66467293702746,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F0_B2,v1_08dingle_F0_B2,11.10236628554876,122.65677180400392,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F0_B3,v1_08dingle_F0_B3,11.066353575022143,122.64479034821714,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F0_B4,v1_08dingle_F0_B4,11.127997968802369,122.69998426074342,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F0_B5,v1_08dingle_F0_B5,11.153284693214117,122.669961332263,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F1_B0,v1_08dingle_F1_B0,11.037843457013178,122.62746234182084,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F1_B1,v1_08dingle_F1_B1,11.055295681023036,122.58729335571644,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F1_B2,v1_08dingle_F1_B2,11.093199010199102,122.60733802240485,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F1_B3,v1_08dingle_F1_B3,11.045695260357617,122.56019596817926,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F1_B4,v1_08dingle_F1_B4,11.117394782883991,122.54920412298704,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F1_B5,v1_08dingle_F1_B5,11.14747437090262,122.58083062665024,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F2_B0,v1_08dingle_F2_B0,11.018413182963778,122.6152298332336,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F2_B1,v1_08dingle_F2_B1,10.983320472224472,122.60718975221808,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F2_B2,v1_08dingle_F2_B2,11.009193312407971,122.59244959624372,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F2_B3,v1_08dingle_F2_B3,10.973395161335638,122.53611876326195,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F2_B4,v1_08dingle_F2_B4,10.954364339390922,122.4653550146823,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F2_B5,v1_08dingle_F2_B5,11.00949974887127,122.57816532117307,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F3_B0,v1_08dingle_F3_B0,11.006209270675916,122.66391774113072,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F3_B1,v1_08dingle_F3_B1,11.007733898743371,122.63763317183792,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F3_B2,v1_08dingle_F3_B2,10.947629060113275,122.64286905464996,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F3_B3,v1_08dingle_F3_B3,10.900199975443511,122.65837260240404,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F3_B4,v1_08dingle_F3_B4,10.97561573004234,122.71075921301652,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08dingle_F3_B5,v1_08dingle_F3_B5,10.979283480870995,122.65404083364156,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08iloilo1_F0_B0,v1_08iloilo1_F0_B0,10.751221722492028,122.5794696030342,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08iloilo1_F0_B1,v1_08iloilo1_F0_B1,10.765293754220371,122.58819592033674,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08iloilo1_F0_B2,v1_08iloilo1_F0_B2,10.76380317242563,122.57133645600406,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08iloilo1_F0_B3,v1_08iloilo1_F0_B3,10.83872741227567,122.67880793754487,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08iloilo1_F0_B4,v1_08iloilo1_F0_B4,10.81709977469242,122.59310168805848,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08iloilo1_F0_B5,v1_08iloilo1_F0_B5,10.889959850459508,122.69311607742996,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08iloilo1_F1_B0,v1_08iloilo1_F1_B0,10.720008650329229,122.57269284018714,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08iloilo1_F1_B1,v1_08iloilo1_F1_B1,10.689897988726376,122.54421022356964,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08iloilo1_F1_B2,v1_08iloilo1_F1_B2,10.681881059413776,122.49467551354893,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08iloilo1_F1_B3,v1_08iloilo1_F1_B3,10.75484852502312,122.53555237993956,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08iloilo1_F1_B4,v1_08iloilo1_F1_B4,10.68646659301902,122.49527083097684,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08iloilo1_F1_B5,v1_08iloilo1_F1_B5,10.75207008240793,122.53771370272428,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08iloilo1_F2_B0,v1_08iloilo1_F2_B0,10.704024855037463,122.58664499236842,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08iloilo1_F2_B1,v1_08iloilo1_F2_B1,10.687809057709304,122.57961004939942,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08iloilo1_F2_B2,v1_08iloilo1_F2_B2,10.689304296327188,122.58106256830568,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08iloilo1_F2_B3,v1_08iloilo1_F2_B3,10.688206134459744,122.5797122734747,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F0_B0,v1_08snjose_F0_B0,11.015747402748204,122.5412597175036,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F0_B1,v1_08snjose_F0_B1,11.013404886993795,122.54875518550296,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F0_B2,v1_08snjose_F0_B2,11.048624835172106,122.59188263333068,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F0_B3,v1_08snjose_F0_B3,11.025389057618373,122.5886324341268,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F0_B4,v1_08snjose_F0_B4,11.133861464390256,122.59646496266444,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F0_B5,v1_08snjose_F0_B5,11.035172719913612,122.6074844108194,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F1_B0,v1_08snjose_F1_B0,10.999308586300293,122.51814740288133,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F1_B1,v1_08snjose_F1_B1,11.049359835505657,122.48196872989102,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F1_B2,v1_08snjose_F1_B2,11.04268950162013,122.47524950231598,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F1_B3,v1_08snjose_F1_B3,11.0717156113974,122.4312789416305,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F1_B4,v1_08snjose_F1_B4,11.025326449398792,122.44355933520102,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F1_B5,v1_08snjose_F1_B5,11.037032885231673,122.40374937957031,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F2_B0,v1_08snjose_F2_B0,10.986323644955457,122.53716314638396,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F2_B1,v1_08snjose_F2_B1,10.960252742212957,122.4911453019126,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F2_B2,v1_08snjose_F2_B2,10.952731011596317,122.46180330373704,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F2_B3,v1_08snjose_F2_B3,10.9083947790168,122.50119116664052,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F2_B4,v1_08snjose_F2_B4,10.93175456161698,122.50344271757945,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F2_B5,v1_08snjose_F2_B5,10.816582567224462,122.51794398658974,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F3_B0,v1_08snjose_F3_B0,10.98900982181896,122.55837563511484,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F3_B1,v1_08snjose_F3_B1,10.978747454265871,122.558983611793,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F3_B2,v1_08snjose_F3_B2,10.98447250835771,122.5719861013196,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F3_B3,v1_08snjose_F3_B3,11.009218421091,122.6461421154633,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F3_B4,v1_08snjose_F3_B4,10.902315219272383,122.60047884160366,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08snjose_F3_B5,v1_08snjose_F3_B5,10.852912203573178,122.61927877162412,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F0_B0,v1_08stbarbra_F0_B0,10.843787164266914,122.55969300093844,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F0_B1,v1_08stbarbra_F0_B1,10.869512812821634,122.57660027567654,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F0_B2,v1_08stbarbra_F0_B2,10.9279698292639,122.50819433443124,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F0_B3,v1_08stbarbra_F0_B3,10.888248626089512,122.58690972046595,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F0_B4,v1_08stbarbra_F0_B4,10.982784104409888,122.65890219838056,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F0_B5,v1_08stbarbra_F0_B5,10.90353384108105,122.52142692026008,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F1_B0,v1_08stbarbra_F1_B0,10.829656081024185,122.52580093969082,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F1_B1,v1_08stbarbra_F1_B1,10.84774033602458,122.53463336114504,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F1_B2,v1_08stbarbra_F1_B2,10.84988682341775,122.53866452985687,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F1_B3,v1_08stbarbra_F1_B3,10.853842838993158,122.49125980043232,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F1_B4,v1_08stbarbra_F1_B4,10.771883755010489,122.42054525857452,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F1_B5,v1_08stbarbra_F1_B5,10.818369399891711,122.39175628789856,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F2_B0,v1_08stbarbra_F2_B0,10.812318534601062,122.55624451536376,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F2_B1,v1_08stbarbra_F2_B1,10.808796065149878,122.54631167026164,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F2_B2,v1_08stbarbra_F2_B2,10.804512238483168,122.55994792016126,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F2_B3,v1_08stbarbra_F2_B3,10.784673391183212,122.54208638533622,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F2_B4,v1_08stbarbra_F2_B4,10.752152812443468,122.50022605401978,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F2_B5,v1_08stbarbra_F2_B5,10.731079540602773,122.5516565404322,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F3_B0,v1_08stbarbra_F3_B0,10.846604694966675,122.58131073475286,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F3_B1,v1_08stbarbra_F3_B1,10.828481560400483,122.61559320886924,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F3_B2,v1_08stbarbra_F3_B2,10.793259598829124,122.64933788812004,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F3_B3,v1_08stbarbra_F3_B3,10.785317753029902,122.65968347447034,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F3_B4,v1_08stbarbra_F3_B4,10.790649651057542,122.6334128567006,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
v1_08stbarbra_F3_B5,v1_08stbarbra_F3_B5,10.788990074396889,122.6675531430272,13.8,Iloilo,Panay,distribution,1.6666666666666667,0.8072035080630876,True,synthetic,,
sub_synth_aklan_F0_B0,sub_synth_aklan_F0_B0,11.634839045844412,122.25311544336324,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F0_B1,sub_synth_aklan_F0_B1,11.638343657178842,122.2946035611632,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F0_B2,sub_synth_aklan_F0_B2,11.605699602592844,122.28227972247532,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F0_B3,sub_synth_aklan_F0_B3,11.629521031407862,122.27812328921996,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F0_B4,sub_synth_aklan_F0_B4,11.684995931741758,122.38548736336956,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F0_B5,sub_synth_aklan_F0_B5,11.663289734952244,122.32526245460424,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F1_B0,sub_synth_aklan_F1_B0,11.634283394392922,122.2253456428056,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F1_B1,sub_synth_aklan_F1_B1,11.66925107191084,122.2012475266982,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F1_B2,sub_synth_aklan_F1_B2,11.665860508521678,122.20744751400804,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F1_B3,sub_synth_aklan_F1_B3,11.674801657179117,122.1805935364728,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F1_B4,sub_synth_aklan_F1_B4,11.70262913246934,122.18346827912622,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F1_B5,sub_synth_aklan_F1_B5,11.78039589225278,122.10011892196977,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F2_B0,sub_synth_aklan_F2_B0,11.627908438444813,122.20705181144696,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F2_B1,sub_synth_aklan_F2_B1,11.634659253517912,122.20976189000432,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F2_B2,sub_synth_aklan_F2_B2,11.621816157932836,122.17631463681342,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F2_B3,sub_synth_aklan_F2_B3,11.565336437243753,122.1559314591505,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F2_B4,sub_synth_aklan_F2_B4,11.633698298815949,122.15061077723988,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F2_B5,sub_synth_aklan_F2_B5,11.645149188100731,122.14870590570268,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F3_B0,sub_synth_aklan_F3_B0,11.603993993791631,122.22105331250675,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F3_B1,sub_synth_aklan_F3_B1,11.6085304303575,122.24156668297698,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F3_B2,sub_synth_aklan_F3_B2,11.598071237790656,122.22373121457775,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F3_B3,sub_synth_aklan_F3_B3,11.48915646084649,122.28509978101472,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F3_B4,sub_synth_aklan_F3_B4,11.535148530510757,122.30949992588845,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
sub_synth_aklan_F3_B5,sub_synth_aklan_F3_B5,11.48495043982295,122.21193658029478,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
v1_08nabas_F0_B0,v1_08nabas_F0_B0,11.833621034866898,122.08993511049958,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
v1_08nabas_F0_B1,v1_08nabas_F0_B1,11.82923440231849,122.1044706482624,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
v1_08nabas_F1_B0,v1_08nabas_F1_B0,11.829969282864033,122.0723762810046,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
v1_08nabas_F1_B1,v1_08nabas_F1_B1,11.838623068150817,122.03846345012052,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
v1_08nabas_F1_B2,v1_08nabas_F1_B2,11.842836009895738,122.01423318841069,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
v1_08nabas_F1_B3,v1_08nabas_F1_B3,11.899878576449469,121.97575741011028,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
v1_08nabas_F1_B4,v1_08nabas_F1_B4,11.847369381966438,122.05624393826028,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
v1_08nabas_F1_B5,v1_08nabas_F1_B5,11.864049122391162,121.91888803629006,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
v1_08nabas_F2_B0,v1_08nabas_F2_B0,11.787593170431023,122.0995374438406,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
v1_08nabas_F2_B1,v1_08nabas_F2_B1,11.792224616642244,122.08006372276076,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
v1_08nabas_F2_B2,v1_08nabas_F2_B2,11.78836000225084,122.09028042815558,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
v1_08nabas_F2_B3,v1_08nabas_F2_B3,11.780160632459271,122.09762031144224,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
v1_08nabas_F2_B4,v1_08nabas_F2_B4,11.652844159126715,122.1692882805917,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
v1_08nabas_F2_B5,v1_08nabas_F2_B5,11.642576555573475,122.15078226332383,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
v1_08nabas_F3_B0,v1_08nabas_F3_B0,11.807192830663425,122.12899263814828,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
v1_08nabas_F3_B1,v1_08nabas_F3_B1,11.788415950921422,122.14999696950912,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
v1_08nabas_F3_B2,v1_08nabas_F3_B2,11.81584311959793,122.12459203708237,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
v1_08nabas_F3_B3,v1_08nabas_F3_B3,11.736411454552217,122.19442082406324,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
v1_08nabas_F3_B4,v1_08nabas_F3_B4,11.788246574256275,122.16702914015656,13.8,Aklan,Panay,distribution,1.7045454545454546,0.8255490423372487,True,synthetic,,
